Centroids,828882,235629
,400361,405367
,146023,557635
,857202,538636
,340456,562526
,601611,627708
,418233,170864
,614477,398072
,326610,818233
,610453,539259
,668535,861354
,828097,730166
,666737,577116
,166463,345308
,585611,572213
Data,664159,550946, party#0
,588100,557588, party#0
,577728,587566, party#0
,671919,571761, party#0
,591851,569051, party#0
,601182,582584, party#0
,612485,518009, party#0
,610666,551701, party#0
,617310,551945, party#0
,544056,577786, party#0
,617910,592293, party#0
,603359,589262, party#0
,688015,533535, party#0
,628696,542447, party#0
,610330,552628, party#0
,515612,540643, party#0
,616044,533807, party#0
,565148,557305, party#0
,605250,573272, party#0
,605927,572533, party#0
,680357,620811, party#0
,603789,574474, party#0
,604067,574091, party#0
,597077,568196, party#0
,609796,532982, party#0
,607604,573951, party#0
,538571,654649, party#0
,649088,575733, party#0
,567188,560044, party#0
,604352,573425, party#0
,603698,573585, party#0
,657985,453405, party#0
,589658,640498, party#0
,568570,579335, party#0
,616060,590779, party#0
,546640,560043, party#0
,690968,555952, party#0
,577242,574073, party#0
,631182,565466, party#0
,590583,623314, party#0
,593061,579188, party#0
,601530,577183, party#0
,579712,568354, party#0
,606324,544357, party#0
,597802,576113, party#0
,577167,617095, party#0
,627727,578737, party#0
,638078,629421, party#0
,533799,564377, party#0
,551291,576721, party#0
,672565,564468, party#0
,553038,606418, party#0
,557378,567033, party#0
,584895,574666, party#0
,628080,562986, party#0
,606415,581386, party#0
,580561,528916, party#0
,541976,512639, party#0
,611318,581584, party#0
,673750,594081, party#0
,801539,318482, party#0
,844536,424646, party#0
,783666,262902, party#0
,808062,337340, party#0
,803959,315173, party#0
,809182,319115, party#0
,798523,324500, party#0
,788220,301915, party#0
,808710,330379, party#0
,800565,319364, party#0
,803464,329093, party#0
,778414,260729, party#0
,803386,318982, party#0
,804251,329956, party#0
,794640,313497, party#0
,795299,312036, party#0
,798472,322218, party#0
,800483,320713, party#0
,802853,314938, party#0
,823840,368410, party#0
,834173,386159, party#0
,824624,381716, party#0
,769386,259892, party#0
,805372,313397, party#0
,808452,320117, party#0
,787644,297715, party#0
,814158,335578, party#0
,806511,313841, party#0
,804354,309671, party#0
,816145,349032, party#0
,790774,303642, party#0
,778965,282290, party#0
,798059,316113, party#0
,801386,313545, party#0
,777978,252419, party#0
,794826,309589, party#0
,804190,320706, party#0
,804358,320802, party#0
,802004,317772, party#0
,813436,360446, party#0
,806848,320541, party#0
,801309,318213, party#0
,804013,316083, party#0
,797834,297329, party#0
,809259,345634, party#0
,797009,293194, party#0
,803405,317316, party#0
,798612,326404, party#0
,804691,332987, party#0
,805977,320805, party#0
,824212,363776, party#0
,796283,315582, party#0
,803932,318781, party#0
,799667,316830, party#0
,786234,267976, party#0
,794991,291216, party#0
,818119,348676, party#0
,813645,328765, party#0
,786719,283364, party#0
,807421,317527, party#0
,801493,322249, party#0
,801634,318965, party#0
,801174,320442, party#0
,801183,316191, party#0
,434440,822866, party#0
,424190,780052, party#0
,414377,771258, party#0
,412797,803180, party#0
,422961,821595, party#0
,389552,750700, party#0
,473485,847098, party#0
,405986,787439, party#0
,397688,762902, party#0
,445199,763833, party#0
,417091,792545, party#0
,481133,781413, party#0
,377720,727349, party#0
,395274,786698, party#0
,396548,784388, party#0
,393758,750953, party#0
,377858,811790, party#0
,386436,791388, party#0
,391555,789079, party#0
,446307,796523, party#0
,424023,737453, party#0
,459230,803720, party#0
,399634,751940, party#0
,412028,773494, party#0
,480128,785580, party#0
,397747,792207, party#0
,414317,828815, party#0
,416039,730594, party#0
,400902,772920, party#0
,418618,811618, party#0
,492415,829655, party#0
,426689,788562, party#0
,434080,785264, party#0
,422198,724557, party#0
,527515,831478, party#0
,416855,794023, party#0
,377230,790154, party#0
,453154,776082, party#0
,436648,859634, party#0
,412453,784453, party#0
,414249,796590, party#0
,397561,815245, party#0
,369249,797068, party#0
,401492,790336, party#0
,425796,795608, party#0
,415270,775605, party#0
,415631,805010, party#0
,366654,802105, party#0
,375573,809249, party#0
,414036,742189, party#0
,430001,765803, party#0
,474648,778810, party#0
,414951,852935, party#0
,476144,772131, party#0
,430167,811490, party#0
,424145,743433, party#0
,394912,755947, party#0
,409814,836083, party#0
,407626,771304, party#0
,416359,786189, party#0
,484407,809641, party#0
,489182,773934, party#0
,777811,751059, party#0
,800913,749332, party#0
,844662,654835, party#0
,779936,774397, party#0
,841289,701474, party#0
,818063,797960, party#0
,824098,714042, party#0
,784838,771499, party#0
,840863,737972, party#0
,829623,732301, party#0
,829969,699565, party#0
,798056,714380, party#0
,841045,738224, party#0
,817862,732248, party#0
,826465,646980, party#0
,816054,733183, party#0
,840270,725456, party#0
,848151,741869, party#0
,808153,737136, party#0
,799903,784535, party#0
,804474,747122, party#0
,816390,711340, party#0
,735295,814058, party#0
,879221,655497, party#0
,811748,766105, party#0
,842590,716861, party#0
,868493,677155, party#0
,817441,709397, party#0
,796943,674692, party#0
,846512,683647, party#0
,823250,732088, party#0
,825690,703854, party#0
,848570,703697, party#0
,871723,685520, party#0
,835648,756631, party#0
,808440,729985, party#0
,804706,788001, party#0
,866139,717138, party#0
,862569,719773, party#0
,874643,729921, party#0
,829398,724900, party#0
,823987,687499, party#0
,788351,737539, party#0
,872285,750708, party#0
,822623,745025, party#0
,833716,758772, party#0
,822533,758955, party#0
,814732,734183, party#0
,818756,743887, party#0
,810460,735109, party#0
,850888,736810, party#0
,818932,728481, party#0
,835804,710711, party#0
,820947,730529, party#0
,821079,800206, party#0
,833504,744564, party#0
,820455,729132, party#0
,803369,698753, party#0
,823455,747394, party#0
,803874,675499, party#0
,811031,703822, party#0
,809453,736879, party#0
,812295,728049, party#0
,797233,713358, party#0
,857363,154639, party#0
,905936,150106, party#0
,849653,143827, party#0
,875410,128878, party#0
,826192,172906, party#0
,850538,160159, party#0
,875825,204959, party#0
,826499,142732, party#0
,834602,213597, party#0
,804936,148980, party#0
,850176,127908, party#0
,867125,168762, party#0
,869288,168662, party#0
,871556,194747, party#0
,859707,202806, party#0
,817619,181929, party#0
,877125,161227, party#0
,824185,167369, party#0
,858516,151301, party#0
,895245,150977, party#0
,912023,160368, party#0
,841096,188742, party#0
,847812,114745, party#0
,870599,149782, party#0
,854012,157449, party#0
,813239,139752, party#0
,778867,140736, party#0
,843833,170416, party#0
,859703,156782, party#0
,845303,150476, party#0
,818014,140185, party#0
,799326,106384, party#0
,851866,156896, party#0
,830620,117906, party#0
,876408,183646, party#0
,834171,189042, party#0
,895127,152283, party#0
,927170,250593, party#0
,866987,154415, party#0
,856924,169071, party#0
,868375,161990, party#0
,823740,169808, party#0
,850533,160136, party#0
,913298,162009, party#0
,837019,215527, party#0
,855852,134834, party#0
,884750,154317, party#0
,823676,152154, party#0
,851088,157432, party#0
,834036,144156, party#0
,856753,145184, party#0
,844357,163402, party#0
,845798,213118, party#0
,874672,104851, party#0
,850787,125678, party#0
,841353,125628, party#0
,825541,151495, party#0
,847097,176660, party#0
,846011,160034, party#0
,791722,162000, party#0
,828038,149181, party#0
,813868,188928, party#0
,885764,151791, party#0
,850453,155432, party#0
,843905,219401, party#0
,405652,622938, party#0
,321312,574721, party#0
,283570,563726, party#0
,330455,568758, party#0
,338474,563350, party#0
,353335,592567, party#0
,325057,581121, party#0
,367048,553451, party#0
,304399,545221, party#0
,297110,556485, party#0
,333901,532836, party#0
,331667,570387, party#0
,268672,508874, party#0
,312386,555195, party#0
,325118,556212, party#0
,337298,565486, party#0
,339212,538693, party#0
,238748,551038, party#0
,412500,594675, party#0
,344770,570309, party#0
,336829,562228, party#0
,328331,541094, party#0
,338863,563107, party#0
,368617,554066, party#0
,452457,597461, party#0
,349955,535578, party#0
,319927,524637, party#0
,321905,573147, party#0
,371616,570648, party#0
,338950,572545, party#0
,320827,519618, party#0
,331440,551885, party#0
,321309,569996, party#0
,403004,613466, party#0
,327998,571265, party#0
,340032,561740, party#0
,336928,557412, party#0
,276703,559740, party#0
,281979,518199, party#0
,338474,564151, party#0
,347966,563506, party#0
,310041,533285, party#0
,312558,520650, party#0
,357679,548036, party#0
,327695,543105, party#0
,400380,588221, party#0
,358384,556361, party#0
,340383,600071, party#0
,302583,571881, party#0
,324032,577807, party#0
,361138,551307, party#0
,350283,559840, party#0
,364844,571623, party#0
,316313,570785, party#0
,293746,544468, party#0
,302353,545544, party#0
,341016,545280, party#0
,385183,556284, party#0
,337173,557853, party#0
,344437,529492, party#0
,355924,577596, party#0
,282430,560217, party#0
,405542,600089, party#0
,325883,560492, party#0
,365058,545456, party#0
,171461,348130, party#0
,215243,289985, party#0
,165158,343946, party#0
,168573,350387, party#0
,202053,322650, party#0
,156984,430950, party#0
,210497,359835, party#0
,186380,363938, party#0
,122755,434879, party#0
,160222,380591, party#0
,145867,363616, party#0
,155505,355581, party#0
,174064,357989, party#0
,185966,359964, party#0
,159191,309314, party#0
,213064,290947, party#0
,146072,288800, party#0
,117585,391892, party#0
,160369,353500, party#0
,133744,308918, party#0
,167845,341409, party#0
,177728,352687, party#0
,185561,342784, party#0
,173188,355248, party#0
,102221,374657, party#0
,178495,373915, party#0
,190634,357254, party#0
,141860,324304, party#0
,186361,351075, party#0
,187858,381077, party#0
,159428,300364, party#0
,142899,329415, party#0
,175766,380534, party#0
,109090,326101, party#0
,143117,345163, party#0
,171848,343242, party#0
,81648,360080, party#0
,177579,319865, party#0
,198712,303299, party#0
,168886,353913, party#0
,165476,377389, party#0
,153583,352282, party#0
,157691,334886, party#0
,183516,374212, party#0
,149269,341445, party#0
,159302,337993, party#0
,111476,358647, party#0
,168067,340249, party#0
,128953,304971, party#0
,159472,372246, party#0
,158750,312102, party#0
,194033,340466, party#0
,125902,318850, party#0
,188909,341194, party#0
,98533,355691, party#0
,166323,352927, party#0
,185919,363092, party#0
,160922,347681, party#0
,195151,317753, party#0
,177858,352255, party#0
,169069,348929, party#0
,209553,326461, party#0
,172662,388185, party#0
,179326,321160, party#0
,168805,351913, party#0
,213951,352868, party#0
,159253,343477, party#0
,617399,392653, party#0
,605911,379990, party#0
,623498,399288, party#0
,616040,330855, party#0
,587478,424878, party#0
,617755,401065, party#0
,595215,391491, party#0
,591051,389443, party#0
,637332,414017, party#0
,714443,433876, party#0
,663820,416308, party#0
,608309,377530, party#0
,632390,363198, party#0
,686324,364237, party#0
,605310,394011, party#0
,633304,366062, party#0
,621964,409409, party#0
,591831,438997, party#0
,584938,344365, party#0
,599766,409755, party#0
,610676,449688, party#0
,626700,401688, party#0
,576488,397913, party#0
,648429,422590, party#0
,610698,396326, party#0
,598628,425191, party#0
,617573,386848, party#0
,499262,398424, party#0
,615934,426539, party#0
,675858,410545, party#0
,622557,361134, party#0
,615094,383077, party#0
,582389,428200, party#0
,613351,407952, party#0
,615342,413931, party#0
,547270,403384, party#0
,611875,422910, party#0
,628655,321099, party#0
,617689,397001, party#0
,633894,404424, party#0
,617319,374666, party#0
,630205,338054, party#0
,618349,397614, party#0
,630706,388370, party#0
,601390,453925, party#0
,608182,416637, party#0
,619332,401992, party#0
,533889,333741, party#0
,488205,420586, party#0
,662177,420431, party#0
,623433,400160, party#0
,657450,365008, party#0
,662830,420955, party#0
,577773,434308, party#0
,571692,449353, party#0
,618157,384990, party#0
,594112,399331, party#0
,610199,394579, party#0
,563182,367521, party#0
,616737,397973, party#0
,601369,411415, party#0
,659191,459637, party#0
,605899,412428, party#0
,589164,386733, party#0
,681608,436537, party#0
,629891,414975, party#0
,627206,402647, party#0
,628715,434772, party#0
,226433,837646, party#0
,247997,878582, party#0
,222704,824909, party#0
,286769,862152, party#0
,231263,863308, party#0
,247939,831010, party#0
,291561,845450, party#0
,225916,843329, party#0
,246047,846189, party#0
,221002,870506, party#0
,249370,872804, party#0
,225991,869734, party#0
,219864,842635, party#0
,325275,866433, party#0
,245707,844466, party#0
,229970,878786, party#0
,258975,837353, party#0
,237689,839510, party#0
,273165,852766, party#0
,249253,856047, party#0
,314666,849163, party#0
,249857,844975, party#0
,266980,825990, party#0
,294326,807584, party#0
,277055,860813, party#0
,260590,827955, party#0
,246729,879602, party#0
,188424,849785, party#0
,261093,844962, party#0
,264798,767716, party#0
,243331,844022, party#0
,309399,838744, party#0
,252199,828023, party#0
,264175,824349, party#0
,258416,835432, party#0
,264274,813041, party#0
,200005,825237, party#0
,236495,861569, party#0
,269354,811847, party#0
,159683,838958, party#0
,205919,844377, party#0
,251866,864044, party#0
,278929,842054, party#0
,220884,916718, party#0
,288954,846991, party#0
,230107,858332, party#0
,264293,890923, party#0
,241849,815141, party#0
,224694,848663, party#0
,257788,880587, party#0
,213775,841758, party#0
,248931,844960, party#0
,236987,881080, party#0
,247210,859012, party#0
,238328,770068, party#0
,238492,833394, party#0
,242415,844335, party#0
,218942,848326, party#0
,221126,837878, party#0
,264565,859237, party#0
,254411,848090, party#0
,245740,814541, party#0
,172690,847721, party#0
,219498,851932, party#0
,307300,836132, party#0
,212009,864463, party#0
,241475,850889, party#0
,257134,845851, party#0
,253129,154296, party#0
,338717,181582, party#0
,291170,110147, party#0
,321775,164846, party#0
,337894,175289, party#0
,367806,123963, party#0
,346942,152780, party#0
,196795,190277, party#0
,321822,187102, party#0
,316820,150304, party#0
,339482,151261, party#0
,360143,155270, party#0
,361227,221878, party#0
,330533,214555, party#0
,324121,96346, party#0
,245783,109229, party#0
,336845,172750, party#0
,318738,182134, party#0
,321556,163352, party#0
,345976,148333, party#0
,348177,179526, party#0
,362027,150348, party#0
,334812,137431, party#0
,335476,183897, party#0
,366146,196571, party#0
,302582,134124, party#0
,271123,163465, party#0
,411606,137378, party#0
,358562,112650, party#0
,327204,152871, party#0
,295311,115000, party#0
,336085,170252, party#0
,372883,222824, party#0
,270233,195701, party#0
,311163,166821, party#0
,314552,151035, party#0
,345703,149860, party#0
,328425,159826, party#0
,297177,88467, party#0
,321262,178491, party#0
,278116,185472, party#0
,321778,158339, party#0
,315333,144566, party#0
,306540,193434, party#0
,446538,180119, party#0
,283786,133973, party#0
,354132,161850, party#0
,274495,182470, party#0
,249616,144446, party#0
,340066,152500, party#0
,400055,131725, party#0
,317217,163896, party#0
,382419,110392, party#0
,329029,204399, party#0
,369490,164369, party#0
,327927,168535, party#0
,312337,154488, party#0
