19285,24588,2
22398,18449,2
18736,21680,2
19102,22833,2
22295,18674,2
21027,20679,2
18027,19037,2
16049,20781,2
15963,22568,2
19865,21841,2
21993,21739,2
19239,17727,2
21821,18097,2
19076,21613,2
20110,19285,2
21456,22080,2
21215,18652,2
21923,20542,2
20101,18021,2
19921,18598,2
20410,18533,2
19503,17422,2
20298,22794,2
23443,23064,2
18245,15351,2
22721,17709,2
21230,19222,2
20193,17436,2
19445,21999,2
19142,20000,2
19336,18968,2
22108,18191,2
24715,21799,2
21599,19789,2
22737,20196,2
19731,20806,2
19349,21493,2
21358,22727,2
18749,17064,2
24277,17733,2
18988,17490,2
16640,18952,2
22019,19460,2
24533,20735,2
17847,21713,2
15338,19787,2
18127,18106,2
20539,20674,2
18574,17278,2
21036,18464,2
18583,17745,2
18482,18349,2
23248,21276,2
16869,22118,2
16096,26027,2
18526,19874,2
19782,19420,2
19058,20260,2
19853,18241,2
20635,18898,2
17700,18925,2
23226,20361,2
21890,20489,2
17790,19166,2
19660,18866,2
22064,16882,2
20451,23332,2
20704,20630,2
19678,18368,2
21906,19405,2
18626,22551,2
18651,20593,2
23692,22481,2
14465,20301,0
18550,21814,2
18108,18255,2
21628,19066,2
17936,18935,2
22099,14311,3
18879,21056,2
19812,19680,2
18508,16886,2
22008,19543,2
20544,19932,2
17776,20639,2
21769,18337,2
20304,18267,2
21330,18748,2
23359,22750,2
19503,18891,2
16892,18349,2
21612,19801,2
22593,16651,2
20805,19718,2
19367,19966,2
22836,20835,2
22341,20204,2
22751,17315,2
18993,16533,2
21148,17510,2
20841,21495,2
20309,20362,2
19132,21573,2
20728,21785,2
19306,17542,2
19980,20373,2
18582,21248,2
18629,19663,2
18775,18005,2
20090,20892,2
18018,20552,2
19472,23365,2
20688,18905,2
20238,19564,2
23166,20397,2
24147,22125,2
19798,16088,2
18026,20885,2
22028,24654,2
22324,22887,2
22247,20489,2
21410,17464,2
16398,22991,2
20097,19993,2
22225,22112,2
22853,23227,2
16216,18420,2
21951,20868,2
21870,21159,2
17723,19093,2
22106,18258,2
18547,14073,3
18520,19668,2
20525,20875,2
23880,17983,2
22652,18841,2
21082,14912,2
18778,19154,2
20770,22092,2
22601,18810,2
18023,21924,2
19889,20569,2
20886,20129,2
19780,19938,2
19480,22646,2
20084,18746,2
21063,20651,2
20719,18089,2
15975,20103,2
21438,14243,3
19599,19105,2
17478,18592,2
23295,20803,2
21319,20391,2
24558,19503,2
18216,16111,2
22612,22717,2
20120,23286,2
18343,16789,2
16893,18054,2
17081,18136,2
19813,17236,2
19570,20396,2
17315,23028,2
22670,17438,2
23865,21467,2
19784,20319,2
20198,18221,2
19930,21663,2
21203,18757,2
21671,17652,2
24735,21243,2
24014,22132,2
19977,20513,2
21678,21250,2
20759,20867,2
17351,19424,2
21188,20444,2
18522,20857,2
19246,15472,2
17720,20170,2
22343,17049,2
21976,19117,2
19895,22572,2
20939,17671,2
20768,23654,2
18440,22490,2
22116,19003,2
18468,19166,2
19424,22623,2
21971,23302,2
20142,18162,2
20390,21222,2
23117,18333,2
21881,22392,2
25571,19270,2
21198,17289,2
20778,20939,2
18620,17051,2
23635,18409,2
19846,19025,2
21071,22330,2
17696,20380,2
19874,21460,2
19028,21064,2
19150,21571,2
18046,18204,2
18454,16339,2
20537,24563,2
19357,25230,2
20078,20007,2
20268,20246,2
21191,17769,2
20437,21335,2
20462,20316,2
21558,21879,2
22192,18958,2
22237,19063,2
22545,18441,2
19465,19016,2
16801,20564,2
21557,20333,2
21211,25137,2
22799,23202,2
21223,19045,2
20807,18501,2
18328,19574,2
17559,19415,2
21276,17608,2
18363,21198,2
21206,23896,2
20709,18408,2
18950,19841,2
19456,22103,2
19769,17223,2
17324,18945,2
20819,20523,2
19074,18340,2
22953,20558,2
22733,20070,2
21994,19842,2
21583,21780,2
23246,18384,2
22134,20048,2
21396,22962,2
21549,19238,2
23504,20323,2
18145,18008,2
22175,22033,2
20542,22344,2
20005,19795,2
19019,17263,2
17858,18715,2
21540,20505,2
20699,20633,2
20935,23677,2
23273,20024,2
22638,17945,2
22106,19533,2
21803,18639,2
21718,19318,2
21165,21826,2
18229,15686,2
22161,21545,2
16589,22015,2
24553,23887,2
18739,22087,2
19632,17765,2
17585,19779,2
19072,19029,2
20375,19429,2
17324,17968,2
23320,20033,2
18278,18301,2
21848,20011,2
19904,18613,2
16041,19591,2
19626,19510,2
21470,22913,2
18118,21412,2
20650,21501,2
19519,19678,2
18935,17290,2
17563,20674,2
20175,17054,2
19977,25036,2
19185,19944,2
19577,19575,2
17525,15087,2
16546,20277,2
21380,17918,2
20818,19498,2
17204,20035,2
19099,20526,2
20777,19859,2
16808,24099,2
21864,17255,2
20419,19913,2
20276,18891,2
21323,17587,2
23248,19300,2
22844,17222,2
19853,15696,2
21898,18430,2
20675,19662,2
17580,19603,2
21504,15651,2
21080,22759,2
17866,23771,2
22947,23205,2
18751,20400,2
25193,24594,2
25620,19851,2
20349,23222,2
23942,15679,2
20559,16020,2
22164,18075,2
20955,21051,2
18454,18252,2
22370,17250,2
16210,17911,2
19129,18958,2
16146,20813,2
22671,20820,2
18391,18849,2
21911,19954,2
22877,20439,2
20458,21716,2
16999,19240,2
19229,23935,2
21644,18349,2
19765,21448,2
19695,19092,2
19126,21007,2
18825,17045,2
19873,18535,2
21300,20452,2
18741,19242,2
16656,20717,2
21371,20557,2
20378,19320,2
21535,20668,2
21580,17807,2
22830,21270,2
20590,20452,2
21767,16833,2
21534,21543,2
20129,20598,2
20620,15680,2
17736,17822,2
19459,18072,2
21512,17709,2
22081,17326,2
21091,21364,2
16869,18056,2
17360,20813,2
23560,19018,2
23718,18714,2
18343,18286,2
18928,18745,2
19815,19686,2
18865,24063,2
21552,17702,2
20667,17003,2
19188,17730,2
20308,17602,2
16978,20126,2
23540,18234,2
20571,17254,2
21458,16611,2
21824,18182,2
19667,19114,2
20038,19522,2
18972,18023,2
20457,20703,2
23159,21138,2
17450,18271,2
17525,19399,2
21108,24932,2
19885,15850,2
20151,21176,2
17684,21320,2
19590,20052,2
20578,17760,2
14728,18784,0
21550,18774,2
18583,23312,2
20993,16193,2
22193,21519,2
22497,22353,2
21365,17681,2
19606,19672,2
17155,18219,2
17508,20788,2
20331,22871,2
20333,16602,2
22424,23549,2
20049,16866,2
18022,17659,2
17826,22913,2
17230,10952,3
21997,11348,3
21934,11871,3
20507,15661,2
19749,8433,3
20407,10846,3
20765,9362,3
20299,11565,3
21639,8855,3
17142,7765,3
21834,14028,3
20259,9012,3
19678,10619,3
22273,11349,3
17587,12688,3
16872,9857,3
20961,10348,3
19431,12081,3
20213,12000,3
19835,9609,3
19034,9237,3
16881,11615,3
24435,8001,3
19380,7525,3
22384,12443,3
17306,12235,3
22470,7042,3
23500,8053,3
20201,5329,3
18060,11329,3
16276,8417,3
19214,11871,3
20780,10023,3
19421,10977,3
19172,5472,3
18533,6253,3
21900,6326,3
21125,10622,3
16469,10945,3
21031,7201,3
19798,12472,3
22809,12160,3
23223,8003,3
22475,9221,3
20836,7070,3
21812,10804,3
16361,13380,3
19345,10981,3
20557,12101,3
18999,8078,3
21555,13037,3
22338,10242,3
19659,12720,3
19186,10477,3
20745,9886,3
19435,9716,3
22123,7875,3
16692,7196,3
19694,6046,3
24928,11597,3
21260,8868,3
18930,12169,3
19227,6841,3
14871,10012,1
20951,8907,3
16799,5437,3
20758,7116,3
20888,12592,3
18849,8776,3
20338,11877,3
18187,8217,3
17601,11635,3
18942,4711,3
19659,9244,3
17385,6974,3
22449,9363,3
21378,9992,3
21722,9390,3
20261,13711,3
17302,5347,3
17419,7155,3
22106,11546,3
24469,16662,2
21235,9539,3
19625,11127,3
18018,11899,3
21721,9657,3
21931,10249,3
20979,8565,3
19856,7995,3
20628,9388,3
19818,10983,3
19929,10923,3
22010,8822,3
20297,9185,3
22061,9794,3
20830,7744,3
20304,7470,3
18814,10307,3
20836,7145,3
22028,6903,3
18097,12087,3
21767,10316,3
19136,7514,3
22196,12516,3
20666,7204,3
21118,13625,3
20625,8475,3
18736,10675,3
19222,10135,3
16285,10353,3
22832,12306,3
20637,12786,3
18447,9570,3
17485,10692,3
21065,9547,3
21365,11005,3
17566,9612,3
22204,7963,3
21762,14161,3
20469,9119,3
21359,9355,3
21556,10236,3
21319,9576,3
21527,14079,3
17930,11705,3
15981,7858,3
19055,12729,3
20100,8383,3
17673,9371,3
19553,7185,3
19710,6770,3
16888,9452,3
22897,8654,3
15983,10002,3
18074,11192,3
19341,11471,3
21332,10014,3
20637,9206,3
21618,8553,3
25056,10845,3
21117,9689,3
19277,8633,3
16978,6853,3
16228,11337,3
20976,11104,3
19878,10973,3
21106,12969,3
19689,7291,3
19545,7971,3
18868,6976,3
21230,10114,3
21167,10360,3
16883,10248,3
15224,11460,1
20431,5603,3
20035,14082,3
21935,7641,3
20722,11975,3
21366,9673,3
16032,5272,3
20984,8832,3
18886,5048,3
20172,12566,3
19080,10867,3
22431,11892,3
20430,10402,3
18363,9587,3
21361,12007,3
21363,13758,3
18308,7752,3
19903,11339,3
21477,13715,3
19918,10545,3
19421,12433,3
21771,7822,3
20850,11881,3
20436,7583,3
19344,13185,3
21271,9328,3
18342,8808,3
22804,12602,3
19477,7649,3
16075,6279,3
17692,4622,3
20802,10957,3
21486,7062,3
22346,6727,3
20068,9152,3
24259,9663,3
19170,9206,3
18029,10744,3
19670,12875,3
23517,7360,3
22369,9290,3
