19285,24588,0
22398,18449,0
18736,21680,0
19102,22833,0
22295,18674,0
21027,20679,0
18027,19037,0
16049,20781,0
15963,22568,0
19865,21841,0
21993,21739,0
19239,17727,0
21821,18097,0
19076,21613,0
20110,19285,0
21456,22080,0
21215,18652,0
21923,20542,0
20101,18021,0
19921,18598,0
20410,18533,0
19503,17422,0
20298,22794,0
23443,23064,0
18245,15351,0
22721,17709,0
21230,19222,0
20193,17436,0
19445,21999,0
19142,20000,0
19336,18968,0
22108,18191,0
24715,21799,0
21599,19789,0
22737,20196,0
19731,20806,0
19349,21493,0
21358,22727,0
18749,17064,0
24277,17733,0
18988,17490,0
16640,18952,0
22019,19460,0
24533,20735,0
17847,21713,0
15338,19787,0
18127,18106,0
20539,20674,0
18574,17278,0
21036,18464,0
18583,17745,0
18482,18349,0
23248,21276,0
16869,22118,0
16096,26027,0
18526,19874,0
19782,19420,0
19058,20260,0
19853,18241,0
20635,18898,0
17700,18925,0
23226,20361,0
21890,20489,0
17790,19166,0
19660,18866,0
22064,16882,0
20451,23332,0
20704,20630,0
19678,18368,0
21906,19405,0
18626,22551,0
18651,20593,0
23692,22481,0
14465,20301,0
18550,21814,0
18108,18255,0
21628,19066,0
17936,18935,0
22099,14311,0
18879,21056,0
19812,19680,0
18508,16886,0
22008,19543,0
20544,19932,0
17776,20639,0
21769,18337,0
20304,18267,0
21330,18748,0
23359,22750,0
19503,18891,0
16892,18349,0
21612,19801,0
22593,16651,0
20805,19718,0
19367,19966,0
22836,20835,0
22341,20204,0
22751,17315,0
18993,16533,0
21148,17510,0
20841,21495,0
20309,20362,0
19132,21573,0
20728,21785,0
19306,17542,0
19980,20373,0
18582,21248,0
18629,19663,0
18775,18005,0
20090,20892,0
18018,20552,0
19472,23365,0
20688,18905,0
20238,19564,0
23166,20397,0
24147,22125,0
19798,16088,0
18026,20885,0
22028,24654,0
22324,22887,0
22247,20489,0
21410,17464,0
16398,22991,0
20097,19993,0
22225,22112,0
22853,23227,0
16216,18420,0
21951,20868,0
21870,21159,0
17723,19093,0
22106,18258,0
18547,14073,0
18520,19668,0
20525,20875,0
23880,17983,0
22652,18841,0
21082,14912,0
18778,19154,0
20770,22092,0
22601,18810,0
18023,21924,0
19889,20569,0
20886,20129,0
19780,19938,0
19480,22646,0
20084,18746,0
21063,20651,0
20719,18089,0
15975,20103,0
21438,14243,0
19599,19105,0
17478,18592,0
23295,20803,0
21319,20391,0
24558,19503,0
18216,16111,0
22612,22717,0
20120,23286,0
18343,16789,0
16893,18054,0
17081,18136,0
19813,17236,0
19570,20396,0
17315,23028,0
22670,17438,0
23865,21467,0
19784,20319,0
20198,18221,0
